"КАКОВ ПРАВОВОЙ СТАТУС У ВРЕМЕННО ПРЕБЫВАЮЩИХ В РФ?","КАКОВ ПРАВОВОЙ СТАТУС У ВРЕМЕННО ПРЕБЫВАЮЩИХ В РФ?"
"КАКИЕ ОСНОВНЫЕ УСЛОВИЯ ДОЛЖНЫ БЫТЬ ПРЕДУСМОТРЕНЫ В ДОГОВОРЕ БАНКОВСКОГО ВКЛАДА?","что предусмотреть в договоре Банковского вклада?"
"КАКИЕ ОСНОВНЫЕ УСЛОВИЯ ДОЛЖНЫ БЫТЬ ПРЕДУСМОТРЕНЫ В ДОГОВОРЕ БАНКОВСКОГО ВКЛАДА?","КАКИЕ ОСНОВНЫЕ УСЛОВИЯ ДОЛЖНЫ БЫТЬ ПРЕДУСМОТРЕНЫ В ДОГОВОРЕ БАНКОВСКОГО ВКЛАДА?"
"КАКИЕ ГАРАНТИИ ПРЕДОСТАВЛЯЮТСЯ МОЛОДЫМ СПЕЦИАЛИСТАМ?","что полагается молодому специалисту?"
"КАКИЕ ГАРАНТИИ ПРЕДОСТАВЛЯЮТСЯ МОЛОДЫМ СПЕЦИАЛИСТАМ?","что работодатель должен обеспечить молодому специалисту?"
"КАКИЕ ГАРАНТИИ ПРЕДОСТАВЛЯЮТСЯ МОЛОДЫМ СПЕЦИАЛИСТАМ?","какие льготы имеет молодой специалист?"
"КАКИЕ ГАРАНТИИ ПРЕДОСТАВЛЯЮТСЯ МОЛОДЫМ СПЕЦИАЛИСТАМ?","КАКИЕ ГАРАНТИИ ПРЕДОСТАВЛЯЮТСЯ МОЛОДЫМ СПЕЦИАЛИСТАМ?"
"КАКИЕ ДОКУМЕНТЫ И В КАКОЙ СРОК НЕОБХОДИМО МЕНЯТЬ ПОСЛЕ СМЕНЫ ФАМИЛИИ В СВЯЗИ С ВСТУПЛЕНИЕМ В БРАК?","КАКИЕ ДОКУМЕНТЫ И В КАКОЙ СРОК НЕОБХОДИМО МЕНЯТЬ ПОСЛЕ СМЕНЫ ФАМИЛИИ В СВЯЗИ С ВСТУПЛЕНИЕМ В БРАК?"
"КАКИЕ ДОКУМЕНТЫ И В КАКОЙ СРОК НЕОБХОДИМО МЕНЯТЬ ПОСЛЕ СМЕНЫ ФАМИЛИИ В СВЯЗИ С ВСТУПЛЕНИЕМ В БРАК?","Какие документы менять после смены фамилии"
"КАКИЕ ДОКУМЕНТЫ НУЖНЫ ДЛЯ ПОЛУЧЕНИЯ СОЦИАЛЬНОЙ СТИПЕНДИИ?","КАКИЕ ДОКУМЕНТЫ НУЖНЫ ДЛЯ ПОЛУЧЕНИЯ СОЦИАЛЬНОЙ СТИПЕНДИИ?"
"КАКИЕ ДОКУМЕНТЫ НУЖНЫ ДЛЯ ОФОРМЛЕНИЯ ПЕНСИИ ПО СЛУЧАЮ ПОТЕРИ КОРМИЛЬЦА?","КАКИЕ ДОКУМЕНТЫ НУЖНЫ ДЛЯ ОФОРМЛЕНИЯ ПЕНСИИ ПО СЛУЧАЮ ПОТЕРИ КОРМИЛЬЦА?"
"КАКИЕ ДОКУМЕНТЫ НУЖНЫ ИНВАЛИДУ ДЛЯ ПРОХОЖДЕНИЯ МСЭ?","КАКИЕ ДОКУМЕНТЫ НУЖНЫ ИНВАЛИДУ ДЛЯ ПРОХОЖДЕНИЯ МСЭ?"
"КАКИЕ ДОКУМЕНТЫ МОГУТ ПОТРЕБОВАТЬ ПРИ УСТРОЙСТВЕ НА РАБОТУ?","КАКИЕ ДОКУМЕНТЫ МОГУТ ПОТРЕБОВАТЬ ПРИ УСТРОЙСТВЕ НА РАБОТУ?"
"КАКОЕ ИМУЩЕСТВО МОЖНО ЗАСТРАХОВАТЬ ПО ДОГОВОРУ СТРАХОВАНИЯ КВАРТИРЫ?","КАКОЕ ИМУЩЕСТВО МОЖНО ЗАСТРАХОВАТЬ ПО ДОГОВОРУ СТРАХОВАНИЯ КВАРТИРЫ?"
"КАКИЕ НАЛОГОВЫЕ ЛЬГОТЫ ИМЕЮТ ГРАЖДАНЕ, ПОДВЕРГШИЕСЯ ВОЗДЕЙСТВИЮ РАДИАЦИИ ВСЛЕДСТВИЕ КАТАСТРОФЫ НА ЧАЭС?","КАКИЕ НАЛОГОВЫЕ ЛЬГОТЫ ИМЕЮТ ГРАЖДАНЕ, ПОДВЕРГШИЕСЯ ВОЗДЕЙСТВИЮ РАДИАЦИИ ВСЛЕДСТВИЕ КАТАСТРОФЫ НА ЧАЭС?"
"КАКИЕ ДОКУМЕНТЫ ВПРАВЕ ТРЕБОВАТЬ ПРОДАВЕЦ ПРИ ВОЗВРАТЕ ИЛИ ОБМЕНЕ ТОВАРА?","какие из документов может запросить продавец у обратившегося за возвратом или обменом уупленного тоаара?"
"КАКИЕ ДОКУМЕНТЫ ВПРАВЕ ТРЕБОВАТЬ ПРОДАВЕЦ ПРИ ВОЗВРАТЕ ИЛИ ОБМЕНЕ ТОВАРА?","КАКИЕ ДОКУМЕНТЫ ВПРАВЕ ТРЕБОВАТЬ ПРОДАВЕЦ ПРИ ВОЗВРАТЕ ИЛИ ОБМЕНЕ ТОВАРА?"
"КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ДЛЯ ПОЛУЧЕНИЯ ВИДА НА ЖИТЕЛЬСТВО В РФ?","КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ДЛЯ ПОЛУЧЕНИЯ ВИДА НА ЖИТЕЛЬСТВО В РФ?"
"КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ДЛЯ ПОЛУЧЕНИЯ ГРАЖДАНСТВА РФ В УПРОЩЕННОМ ПОРЯДКЕ?","КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ДЛЯ ПОЛУЧЕНИЯ ГРАЖДАНСТВА РФ В УПРОЩЕННОМ ПОРЯДКЕ?"
"КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ЗАЕМЩИКУ-ФИЗЛИЦУ ДЛЯ ПОЛУЧЕНИЯ КРЕДИТА?","Где посмотреть  необходимый список документов для получения кредита?"
"КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ЗАЕМЩИКУ-ФИЗЛИЦУ ДЛЯ ПОЛУЧЕНИЯ КРЕДИТА?","КАКИЕ ДОКУМЕНТЫ НЕОБХОДИМЫ ЗАЕМЩИКУ-ФИЗЛИЦУ ДЛЯ ПОЛУЧЕНИЯ КРЕДИТА?"
"КАКИЕ ДОКУМЕНТЫ ПОНАДОБЯТСЯ ПРИ ОТПРАВКЕ РЕБЕНКА В ЗАГРАНИЧНЫЙ ЛАГЕРЬ?","Какие бумаги нужны, чтобы отправить ребенка в заграничный лагерь?"
"КАКИЕ ДОКУМЕНТЫ ПОНАДОБЯТСЯ ПРИ ОТПРАВКЕ РЕБЕНКА В ЗАГРАНИЧНЫЙ ЛАГЕРЬ?","Какие бумажки нужны чтобы ребёнка в лагерь отправить за границу"
"КАКИЕ ДОКУМЕНТЫ ПОНАДОБЯТСЯ ПРИ ОТПРАВКЕ РЕБЕНКА В ЗАГРАНИЧНЫЙ ЛАГЕРЬ?","КАКИЕ ДОКУМЕНТЫ ПОНАДОБЯТСЯ ПРИ ОТПРАВКЕ РЕБЕНКА В ЗАГРАНИЧНЫЙ ЛАГЕРЬ?"
"КАКИЕ ДОКУМЕНТЫ НАЙМОДАТЕЛЯ НУЖНЫ ДЛЯ ЗАКЛЮЧЕНИЯ ДОГОВОРА КОММЕРЧЕСКОГО НАЙМА КВАРТИРЫ?","КАКИЕ ДОКУМЕНТЫ НАЙМОДАТЕЛЯ НУЖНЫ ДЛЯ ЗАКЛЮЧЕНИЯ ДОГОВОРА КОММЕРЧЕСКОГО НАЙМА КВАРТИРЫ?"
"КОГДА ВОЗНИКАЕТ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?","Как и когда платить налог на недвижимость"
"КОГДА ВОЗНИКАЕТ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?","КОГДА ВОЗНИКАЕТ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?"
"КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ КАЧЕСТВО ТОВАРОВ, РАБОТ, УСЛУГ?","Как может подтвердить документально, что товар, работа, услуга выполнены качественно ?"
"КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ КАЧЕСТВО ТОВАРОВ, РАБОТ, УСЛУГ?","КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ КАЧЕСТВО ТОВАРОВ, РАБОТ, УСЛУГ?"
"КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ ПОСТАНОВКУ НА ВОИНСКИЙ УЧЕТ?","какие документы выдают при постановке на воинский учет?"
"КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ ПОСТАНОВКУ НА ВОИНСКИЙ УЧЕТ?","КАКИЕ ДОКУМЕНТЫ ПОДТВЕРЖДАЮТ ПОСТАНОВКУ НА ВОИНСКИЙ УЧЕТ?"
"КАКИЕ ДОКУМЕНТЫ РЕГЛАМЕНТИРУЮТ СЛУЖБУ ПО ПРИЗЫВУ И КАК СОЛДАТ МОЖЕТ ОТСТОЯТЬ СВОИ ПРАВА?","КАКИЕ ДОКУМЕНТЫ РЕГЛАМЕНТИРУЮТ СЛУЖБУ ПО ПРИЗЫВУ И КАК СОЛДАТ МОЖЕТ ОТСТОЯТЬ СВОИ ПРАВА?"
"КАКАЯ ИНФОРМАЦИЯ О ТОВАРАХ, РАБОТАХ, УСЛУГАХ ДОЛЖНА БЫТЬ ПРЕДОСТАВЛЕНА ПОТРЕБИТЕЛЮ?","КАКАЯ ИНФОРМАЦИЯ О ТОВАРАХ, РАБОТАХ, УСЛУГАХ ДОЛЖНА БЫТЬ ПРЕДОСТАВЛЕНА ПОТРЕБИТЕЛЮ?"
"КАКУЮ ИНФОРМАЦИЮ ОБ УСЛОВИЯХ ПОТРЕБИТЕЛЬСКОГО КРЕДИТА (ЗАЙМА) ДОЛЖЕН РАЗМЕЩАТЬ КРЕДИТОР?","КАКУЮ ИНФОРМАЦИЮ ОБ УСЛОВИЯХ ПОТРЕБИТЕЛЬСКОГО КРЕДИТА (ЗАЙМА) ДОЛЖЕН РАЗМЕЩАТЬ КРЕДИТОР?"
"КОГДА ФИЗИЧЕСКОЕ ЛИЦО МОГУТ ПРИВЛЕЧЬ К УГОЛОВНОЙ ОТВЕТСТВЕННОСТИ ЗА НЕУПЛАТУ НАЛОГОВ?","При неуплате налогов за что есть уголовная ответственность?"
"КОГДА ФИЗИЧЕСКОЕ ЛИЦО МОГУТ ПРИВЛЕЧЬ К УГОЛОВНОЙ ОТВЕТСТВЕННОСТИ ЗА НЕУПЛАТУ НАЛОГОВ?","КОГДА ФИЗИЧЕСКОЕ ЛИЦО МОГУТ ПРИВЛЕЧЬ К УГОЛОВНОЙ ОТВЕТСТВЕННОСТИ ЗА НЕУПЛАТУ НАЛОГОВ?"
"КАКИЕ СУЩЕСТВУЮТ ВИДЫ ПЕНСИЙ?","КАКИЕ СУЩЕСТВУЮТ ВИДЫ ПЕНСИЙ?"
"КАКИЕ СУЩЕСТВУЮТ ЛЬГОТЫ ПО ОПЛАТЕ ДЕТСКОГО САДА И КАК ИХ ОФОРМИТЬ?","КАКИЕ СУЩЕСТВУЮТ ЛЬГОТЫ ПО ОПЛАТЕ ДЕТСКОГО САДА И КАК ИХ ОФОРМИТЬ?"
"КАКИЕ СУЩЕСТВУЮТ ЛЬГОТЫ ДЛЯ МНОГОДЕТНЫХ СЕМЕЙ?","КАКИЕ СУЩЕСТВУЮТ ЛЬГОТЫ ДЛЯ МНОГОДЕТНЫХ СЕМЕЙ?"
"КАКОЙ ПРЕДЕЛЬНЫЙ РАЗМЕР ПРОЦЕНТОВ МОЖЕТ УСТАНОВИТЬ БАНК ПО КРЕДИТУ, ВЫДАННОМУ ФИЗЛИЦУ?","КАКОЙ ПРЕДЕЛЬНЫЙ РАЗМЕР ПРОЦЕНТОВ МОЖЕТ УСТАНОВИТЬ БАНК ПО КРЕДИТУ, ВЫДАННОМУ ФИЗЛИЦУ?"
"КАКОЙ ПРЕДЕЛЬНЫЙ РАЗМЕР ПРОЦЕНТОВ МОЖЕТ УСТАНОВИТЬ БАНК ПО КРЕДИТУ, ВЫДАННОМУ ФИЗЛИЦУ?","Какой максимальный процент по кредиту для физлица?"
"КАКОЙ ПРЕДЕЛЬНЫЙ РАЗМЕР ПРОЦЕНТОВ МОЖЕТ УСТАНОВИТЬ БАНК ПО КРЕДИТУ, ВЫДАННОМУ ФИЗЛИЦУ?","какой максимальный процент может выставить банк по кредиту для физического лица"
"КАКОЙ ПРЕДЕЛЬНЫЙ РАЗМЕР ПРОЦЕНТОВ МОЖЕТ УСТАНОВИТЬ БАНК ПО КРЕДИТУ, ВЫДАННОМУ ФИЗЛИЦУ?","Сколько всего процентов по кредиту для физлица?"
"КАКАЯ НЕДЕНЕЖНАЯ ПОМОЩЬ ПОЛАГАЕТСЯ СЕМЬЯМ С ДЕТЬМИ-ИНВАЛИДАМИ?","КАКАЯ НЕДЕНЕЖНАЯ ПОМОЩЬ ПОЛАГАЕТСЯ СЕМЬЯМ С ДЕТЬМИ-ИНВАЛИДАМИ?"
"КАКИМ РАБОТНИКАМ ОТПУСК ПРЕДОСТАВЛЯЕТСЯ В УДОБНОЕ ДЛЯ НИХ ВРЕМЯ?","КАКИМ РАБОТНИКАМ ОТПУСК ПРЕДОСТАВЛЯЕТСЯ В УДОБНОЕ ДЛЯ НИХ ВРЕМЯ?"
"КАКИЕ СУЩЕСТВУЮТ СПОСОБЫ РАСЧЕТА ПРИ СОВЕРШЕНИИ СДЕЛКИ КУПЛИ-ПРОДАЖИ КВАРТИРЫ?","КАКИЕ СУЩЕСТВУЮТ СПОСОБЫ РАСЧЕТА ПРИ СОВЕРШЕНИИ СДЕЛКИ КУПЛИ-ПРОДАЖИ КВАРТИРЫ?"
"КАКИЕ СУЩЕСТВУЮТ НАДБАВКИ К ВОЕННОЙ ПЕНСИИ И СЛУЧАИ ЕЕ ПОВЫШЕНИЯ?","КАКИЕ СУЩЕСТВУЮТ НАДБАВКИ К ВОЕННОЙ ПЕНСИИ И СЛУЧАИ ЕЕ ПОВЫШЕНИЯ?"
"КАКИЕ СУЩЕСТВУЮТ ГАРАНТИИ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ? ","ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ, КАКИЕ ГАРАНТИИ СУЩЕСТВУЮТ  ПО СОЦИАЛЬНОЙ ПОДДЕРКЕ?"
"КАКИЕ СУЩЕСТВУЮТ ГАРАНТИИ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ? ","КАК СОЗДАТЬ БОЛЬШЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ ДЛЯ ГАРАНТИИ СОЦИАЛЬНОЙ ПОДДЕРЖКИ ПРИ ВОССТАЯНИИ РОБОТОВ?"
"КАКИЕ СУЩЕСТВУЮТ ГАРАНТИИ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ? ","КАКИЕ ГАРАНТИИ СУЩЕСТВУЮТ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ?"
"КАКИЕ СУЩЕСТВУЮТ ГАРАНТИИ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ?","КАКИЕ СУЩЕСТВУЮТ ГАРАНТИИ ПО СОЦИАЛЬНОЙ ПОДДЕРЖКЕ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ?"
"КАКИЕ СУЩЕСТВУЮТ КАТЕГОРИИ ГОДНОСТИ К ВОЕННОЙ СЛУЖБЕ?","Какие бывают категории годности для армии?"
"КАКИЕ СУЩЕСТВУЮТ КАТЕГОРИИ ГОДНОСТИ К ВОЕННОЙ СЛУЖБЕ?","КАКИЕ СУЩЕСТВУЮТ КАТЕГОРИИ ГОДНОСТИ К ВОЕННОЙ СЛУЖБЕ?"
"КАКАЯ БЕСПЛАТНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ ПРЕДОСТАВЛЯЕТСЯ ВИЧ-ИНФИЦИРОВАННЫМ ГРАЖДАНАМ?","Где можно узнать о помощи  вич инфицированным?"
"КАКАЯ БЕСПЛАТНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ ПРЕДОСТАВЛЯЕТСЯ ВИЧ-ИНФИЦИРОВАННЫМ ГРАЖДАНАМ?","КАКАЯ БЕСПЛАТНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ ПРЕДОСТАВЛЯЕТСЯ ВИЧ-ИНФИЦИРОВАННЫМ ГРАЖДАНАМ?"
"КАКАЯ БЕСПЛАТНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ ПРЕДОСТАВЛЯЕТСЯ БЕРЕМЕННЫМ?","КАКАЯ БЕСПЛАТНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ ПРЕДОСТАВЛЯЕТСЯ БЕРЕМЕННЫМ?"
"КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ ЗАЕМЩИКА ВЛЕЧЕТ ПЕРЕУСТУПКА ПРАВ ПО КРЕДИТУ?","Чего можно ожидать заёмщику после переуспутки прав по кредиту?"
"КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ ЗАЕМЩИКА ВЛЕЧЕТ ПЕРЕУСТУПКА ПРАВ ПО КРЕДИТУ?","КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ ЗАЕМЩИКА ВЛЕЧЕТ ПЕРЕУСТУПКА ПРАВ ПО КРЕДИТУ?"
"КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ РАБОТНИКА ВЛЕЧЕТ ЕГО ОТКАЗ ПОДПИСАТЬ ДОПОЛНИТЕЛЬНОЕ СОГЛАШЕНИЕ ОБ ИЗМЕНЕНИЯХ ТРУДОВОГО ДОГОВОРА?","КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ РАБОТНИКА ВЛЕЧЕТ ЕГО ОТКАЗ ПОДПИСАТЬ ДОПОЛНИТЕЛЬНОЕ СОГЛАШЕНИЕ ОБ ИЗМЕНЕНИЯХ ТРУДОВОГО ДОГОВОРА?"
"КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ РАБОТНИКА ВЛЕЧЕТ ВЫХОД НА РАБОТУ ВО ВРЕМЯ БОЛЬНИЧНОГО?","Что будет, если выйти на работу в больничный?"
"КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ РАБОТНИКА ВЛЕЧЕТ ВЫХОД НА РАБОТУ ВО ВРЕМЯ БОЛЬНИЧНОГО?","КАКИЕ ПОСЛЕДСТВИЯ ДЛЯ РАБОТНИКА ВЛЕЧЕТ ВЫХОД НА РАБОТУ ВО ВРЕМЯ БОЛЬНИЧНОГО?"
"КАКИЕ УСТАНОВЛЕНЫ ВИДЫ СТИПЕНДИЙ И КАКОВЫ ИХ РАЗМЕРЫ?","Какой размер стипендии в зависимости от вида?"
"КАКИЕ УСТАНОВЛЕНЫ ВИДЫ СТИПЕНДИЙ И КАКОВЫ ИХ РАЗМЕРЫ?","КАКИЕ УСТАНОВЛЕНЫ ВИДЫ СТИПЕНДИЙ И КАКОВЫ ИХ РАЗМЕРЫ?"
"КАКИЕ УСТАНОВЛЕНЫ ВИДЫ СТИПЕНДИЙ И КАКОВЫ ИХ РАЗМЕРЫ?","сколько стипендия и какие они бывают"
"КАКИЕ УСТАНОВЛЕНЫ ЛЬГОТЫ И ОПЛАТА ДОНОРАМ ЗА СДАЧУ КРОВИ?","КАКИЕ УСТАНОВЛЕНЫ ЛЬГОТЫ И ОПЛАТА ДОНОРАМ ЗА СДАЧУ КРОВИ?"
"КАКИМ ТРЕБОВАНИЯМ ДОЛЖНЫ СООТВЕТСТВОВАТЬ ДЕТСКИЕ ИГРУШКИ?","Как должны быть оформлены игрушки?"
"КАКИМ ТРЕБОВАНИЯМ ДОЛЖНЫ СООТВЕТСТВОВАТЬ ДЕТСКИЕ ИГРУШКИ?","чему должны соответствовать детские игрушки?"
"КАКИМ ТРЕБОВАНИЯМ ДОЛЖНЫ СООТВЕТСТВОВАТЬ ДЕТСКИЕ ИГРУШКИ?","КАКИМ ТРЕБОВАНИЯМ ДОЛЖНЫ СООТВЕТСТВОВАТЬ ДЕТСКИЕ ИГРУШКИ?"
"КОГДА УТРАЧИВАЕТСЯ ПРАВО ПОЛЬЗОВАНИЯ ЖИЛЫМ ПОМЕЩЕНИЕМ?","КОГДА УТРАЧИВАЕТСЯ ПРАВО ПОЛЬЗОВАНИЯ ЖИЛЫМ ПОМЕЩЕНИЕМ?"
"КОГДА РАБОТОДАТЕЛЬ НЕСЕТ МАТЕРИАЛЬНУЮ ОТВЕТСТВЕННОСТЬ ПЕРЕД РАБОТНИКОМ?","В каких случаях работодатель материально ответственен перед работником?"
"КОГДА РАБОТОДАТЕЛЬ НЕСЕТ МАТЕРИАЛЬНУЮ ОТВЕТСТВЕННОСТЬ ПЕРЕД РАБОТНИКОМ?","КОГДА РАБОТОДАТЕЛЬ НЕСЕТ МАТЕРИАЛЬНУЮ ОТВЕТСТВЕННОСТЬ ПЕРЕД РАБОТНИКОМ?"
"КОГДА ПРЕКРАЩАЕТСЯ ВЫПЛАТА АЛИМЕНТОВ?","КОГДА ПРЕКРАЩАЕТСЯ ВЫПЛАТА АЛИМЕНТОВ?"
"КАКИЕ ОБЯЗАТЕЛЬНЫЕ РЕКВИЗИТЫ ДОЛЖЕН СОДЕРЖАТЬ ЭЛЕКТРОННЫЙ БИЛЕТ?","КАКИЕ ОБЯЗАТЕЛЬНЫЕ РЕКВИЗИТЫ ДОЛЖЕН СОДЕРЖАТЬ ЭЛЕКТРОННЫЙ БИЛЕТ?"
"КОГДА ПРЕКРАЩАЕТСЯ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?","Когда происходит освобождении от обязанности уплачивать налог на имущество физических лиц?"
"КОГДА ПРЕКРАЩАЕТСЯ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?","КОГДА ПРЕКРАЩАЕТСЯ ОБЯЗАННОСТЬ УПЛАЧИВАТЬ НАЛОГ НА ИМУЩЕСТВО ФИЗИЧЕСКИХ ЛИЦ?"
"КОГДА ПЕРЕСЧИТЫВАЮТ ПЛАТУ ЗА КОММУНАЛЬНЫЕ УСЛУГИ?","КОГДА ПЕРЕСЧИТЫВАЮТ ПЛАТУ ЗА КОММУНАЛЬНЫЕ УСЛУГИ?"
"КАКИЕ ИМУЩЕСТВЕННЫЕ ПРАВА ИМЕЕТ НЕСОВЕРШЕННОЛЕТНИЙ РЕБЕНОК?","КАКИЕ ИМУЩЕСТВЕННЫЕ ПРАВА ИМЕЕТ НЕСОВЕРШЕННОЛЕТНИЙ РЕБЕНОК?"
"КАКИЕ ИНДИВИДУАЛЬНЫЕ ДОСТИЖЕНИЯ МОГУТ БЫТЬ УЧТЕНЫ ПРИ ПОСТУПЛЕНИИ В ВУЗ?","Какие бонусы возможны при поступлении в универ"
"КАКИЕ ИНДИВИДУАЛЬНЫЕ ДОСТИЖЕНИЯ МОГУТ БЫТЬ УЧТЕНЫ ПРИ ПОСТУПЛЕНИИ В ВУЗ?","КАКИЕ ИНДИВИДУАЛЬНЫЕ ДОСТИЖЕНИЯ МОГУТ БЫТЬ УЧТЕНЫ ПРИ ПОСТУПЛЕНИИ В ВУЗ?"
"КАКАЯ ОТВЕТСТВЕННОСТЬ ПРИМЕНЯЕТСЯ К ВИНОВНИКУ ДТП?","КАКАЯ ОТВЕТСТВЕННОСТЬ ПРИМЕНЯЕТСЯ К ВИНОВНИКУ ДТП?"
"КАКАЯ ОТВЕТСТВЕННОСТЬ УСТАНОВЛЕНА ЗА ИСПОЛЬЗОВАНИЕ НЕДЕЙСТВИТЕЛЬНОГО ИЛИ ПОДДЕЛЬНОГО ПОЛИСА ОСАГО?","Что будет за поддельный осагл"
"КАКАЯ ОТВЕТСТВЕННОСТЬ УСТАНОВЛЕНА ЗА ИСПОЛЬЗОВАНИЕ НЕДЕЙСТВИТЕЛЬНОГО ИЛИ ПОДДЕЛЬНОГО ПОЛИСА ОСАГО?","КАКАЯ ОТВЕТСТВЕННОСТЬ УСТАНОВЛЕНА ЗА ИСПОЛЬЗОВАНИЕ НЕДЕЙСТВИТЕЛЬНОГО ИЛИ ПОДДЕЛЬНОГО ПОЛИСА ОСАГО?"
"КАКАЯ ОТВЕТСТВЕННОСТЬ ПРЕДУСМОТРЕНА ЗА НЕЗАКОННОЕ СТРОИТЕЛЬСТВО ЖИЛОГО ДОМА?","КАКАЯ ОТВЕТСТВЕННОСТЬ ПРЕДУСМОТРЕНА ЗА НЕЗАКОННОЕ СТРОИТЕЛЬСТВО ЖИЛОГО ДОМА?"
"ОБЯЗАН ЛИ БАНК ВЕРНУТЬ ДЕНЬГИ ПРИ СПИСАНИИ ИХ С БАНКОВСКОЙ КАРТЫ ИЛИ ЧЕРЕЗ ИНТЕРНЕТ-БАНК БЕЗ СОГЛАСИЯ КЛИЕНТА?","ОБЯЗАН ЛИ БАНК ВЕРНУТЬ ДЕНЬГИ ПРИ СПИСАНИИ ИХ С БАНКОВСКОЙ КАРТЫ ИЛИ ЧЕРЕЗ ИНТЕРНЕТ-БАНК БЕЗ СОГЛАСИЯ КЛИЕНТА?"
"ВПРАВЕ ЛИ БАНК ОТКАЗАТЬ В ДОСРОЧНОМ ПОГАШЕНИИ КРЕДИТА И ПОТРЕБОВАТЬ УПЛАТЫ ПРОЦЕНТОВ ЗА ВЕСЬ СРОК ВЫДАЧИ КРЕДИТА?","Может ли банк отказать в досрочном погашении кредита?"
"ВПРАВЕ ЛИ БАНК ОТКАЗАТЬ В ДОСРОЧНОМ ПОГАШЕНИИ КРЕДИТА И ПОТРЕБОВАТЬ УПЛАТЫ ПРОЦЕНТОВ ЗА ВЕСЬ СРОК ВЫДАЧИ КРЕДИТА?","ВПРАВЕ ЛИ БАНК ОТКАЗАТЬ В ДОСРОЧНОМ ПОГАШЕНИИ КРЕДИТА И ПОТРЕБОВАТЬ УПЛАТЫ ПРОЦЕНТОВ ЗА ВЕСЬ СРОК ВЫДАЧИ КРЕДИТА?"
